,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements
119,ofKAON5v ,17,2,5,39,0,31,Female,Single,"[0, 1, 11, 8, 10, 7]","[3, 2, 3, 2, 1, 3, 3, 3, 3, 2, 2, 1, 2, 3, 2, 2]","[array([4, 7, 5, 3, 5, 1]), array([7, 6, 4, 1, 5, 1]), array([7, 5, 5, 4, 4, 5]), array([5, 5, 4, 1, 5, 1]), array([3, 5, 4, 1, 4, 3]), array([2, 4, 2, 1, 1, 1]), array([6, 4, 4, 2, 4, 2]), array([7, 5, 4, 2, 4, 5]), array([3, 5, 3, 1, 4, 2]), array([2, 5, 3, 1, 4, 4])]",Disagree,Disagree,Disagree,Agree,No,Agree,Agree,No,Agree,Agree,No,Same,Very wordy and not user friendly with a dull/boring back ground ,"['thoughtful', 'helpful', 'hardworking']","['teamplayer', 'lazy', 'opinionated', 'unhelpful', 'spontaneous']","['delayed', 'organised', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Better,None to add},2.0030864197530867,"[0.0, 0.2, 0.36666666666666664, 0.48333333333333334, 1.95, 2.0166666666666666, 3.783333333333333, 3.85, 3.933333333333333, 4.783333333333333, 5.05, 5.6, 6.183333333333334, 6.516666666666667, 6.883333333333334, 8.633333333333333, 8.833333333333334, 9.183333333333334, 10.066666666666666, 10.35, 10.533333333333333, 10.55, 11.116666666666667, 11.483333333333333, 11.883333333333333, 12.15, 12.466666666666667, 12.516666666666667, 12.566666666666666, 13.116666666666667, 13.516666666666667, 13.783333333333333, 13.833333333333334]","['stubborn / docile', 'unambitious / motivated']","[1, 10]",0.1474419561548971,0.29400861732093586,"['unsuccessful / successful', 'selfish / generous', 'quiet / talkative', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","['uncaring / caring', 'unfriendly / friendly']","[11, 8, 10, 7]"
120,6jU2XczD ,55,7,7,39,0,23,Female,Single,"[0, 1, 10, 9, 13, 11, 3]","[1, 2, 3, 2, 0, 1, 3, 2, 3, 3, 1, 3, 0, 1, 2, 1]","[array([5, 7, 5, 5, 4, 5]), array([4, 5, 7, 7, 5, 7]), array([7, 7, 5, 7, 4, 6]), array([5, 4, 5, 6, 7, 4]), array([6, 4, 4, 5, 3, 5]), array([3, 6, 5, 5, 4, 4]), array([7, 4, 5, 4, 4, 4]), array([5, 5, 4, 6, 4, 5]), array([5, 6, 7, 4, 6, 4]), array([7, 7, 5, 7, 5, 5])]",Agree,Agree,Agree,Agree,No,Agree,Agree,No,Agree,Agree,No,Same,It made me feel the same,"['organised', 'hardworking', 'helpful']","['lazy', 'independent', 'cluttered', 'spontaneous', 'unhelpful']","['unhelpful', 'opinionated', 'delayed', 'cluttered', 'independent', 'playful', 'influential', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,It gives me something to think about again. I seem to challenge my thought process a lot and reading my results makes me want to do better. I think tips on this app on how to overcome specific stresses in people’s lives,1.0030864197530862,"[0.0, 0.13333333333333333, 0.3, 0.5, 1.8166666666666667, 1.85, 3.3, 3.35, 3.533333333333333, 5.116666666666666, 5.266666666666667, 5.783333333333333, 6.166666666666667, 6.716666666666667, 7.083333333333333, 7.4, 7.816666666666666, 8.15, 8.566666666666666, 9.333333333333334, 9.65, 9.683333333333334, 10.0, 10.666666666666666, 11.316666666666666, 11.783333333333333, 12.283333333333333, 12.316666666666666, 12.383333333333333, 12.883333333333333, 13.4, 13.816666666666666, 13.833333333333334]","['unsuccessful / successful', 'quiet / talkative']","[11, 10]",0.06484762498301509,0.13563294194544945,"['unsuccessful / successful', 'quiet / talkative', 'boring / fun', 'stubborn / docile']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'unambitious / motivated', 'not confident / confident']","[10, 9, 11, 13]"
121,vgXRfgx1 ,27,7,8,39,0,22,Male,Married,"[0, 1, 11, 12, 3, 2]","[3, 2, 2, 1, 0, 1, 2, 0, 0, 1, 0, 1, 3, 3, 1, 2]","[array([3, 7, 5, 4, 2, 5]), array([5, 7, 5, 6, 6, 5]), array([2, 6, 3, 2, 1, 6]), array([3, 6, 5, 2, 2, 6]), array([5, 7, 5, 4, 5, 6]), array([4, 7, 4, 3, 2, 6]), array([2, 4, 4, 2, 2, 5]), array([2, 7, 6, 6, 5, 3]), array([4, 7, 5, 6, 3, 5]), array([5, 7, 5, 5, 3, 6])]",Agree,Agree,Agree,Agree,Yes,Disagree,Disagree,Yes,Agree,Agree,Yes,Same,Took longer than I thought as I did try to complete this in a quiet place at a quiet time when I could reflect. The biggest stresses in my life relate to its most precious resources - time,"['punctual', 'hardworking', 'helpful']","['delayed', 'lazy', 'teamplayer', 'compromising', 'unhelpful']","['delayed', 'organised', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Just reminded me what I already knew really},2.330246913580247,"[0.0, 0.16666666666666666, 0.31666666666666665, 0.48333333333333334, 1.3, 1.3666666666666667, 2.966666666666667, 3.066666666666667, 3.2666666666666666, 4.183333333333334, 4.566666666666666, 4.983333333333333, 5.283333333333333, 5.666666666666667, 5.916666666666667, 6.233333333333333, 6.65, 7.05, 7.366666666666666, 7.783333333333333, 8.083333333333334, 8.116666666666667, 8.9, 9.233333333333333, 10.2, 10.616666666666667, 11.383333333333333, 11.433333333333334, 11.566666666666666, 12.016666666666667, 12.5, 12.766666666666667, 12.783333333333333]","['selfish / generous', 'unfriendly / friendly']","[0, 2]",0.5854905538443584,0.4261519835704906,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",[],[]
122,XV3tC6x7 ,19,10,10,42,1,20,Female,Single,"[0, 1, 8, 5, 2, 3]","[3, 1, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 1, 0, 1, 1]","[array([5, 7, 5, 4, 6, 2]), array([6, 7, 6, 3, 5, 2]), array([6, 7, 6, 3, 5, 2]), array([5, 7, 6, 4, 7, 3]), array([5, 5, 5, 2, 6, 1]), array([6, 7, 6, 4, 5, 3]), array([3, 5, 5, 6, 5, 7]), array([5, 7, 6, 4, 5, 3]), array([5, 7, 5, 6, 6, 3]), array([6, 6, 6, 3, 7, 3])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Worse,It's interesting as it highlights areas I can try to improve on where I hadn't realised I had an issue ,"['helpful', 'hardworking', 'liberal']","['unhelpful', 'delayed', 'lazy', 'conservative', 'teamplayer']","['delayed', 'organised', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Strongly agree,Strongly agree,Better,I feel this feedback felt more positive than in the last section. },2.237654320987654,"[0.0, 0.11666666666666667, 0.3, 0.5666666666666667, 2.1666666666666665, 2.466666666666667, 5.416666666666667, 5.5, 5.816666666666666, 6.9, 7.1, 7.666666666666667, 8.133333333333333, 9.0, 9.883333333333333, 10.483333333333333, 11.133333333333333, 12.3, 13.75, 14.333333333333334, 14.783333333333333, 14.866666666666667, 15.45, 15.9, 16.55, 17.016666666666666, 18.133333333333333, 18.183333333333334, 18.25, 18.8, 19.05, 19.55, 19.616666666666667]","['selfish / generous', 'unsuccessful / successful']","[3, 5]",0.5691103932244722,0.1356083025688593,"['unsuccessful / successful', 'unfriendly / friendly', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","['uncaring / caring', 'selfish / generous', 'quiet / talkative', 'boring / fun', 'not confident / confident']","[5, 2, 3]"
123,iAFvjksM ,22,10,10,28,0,23,Female,Single,"[0, 1, 12, 11, 3, 9]","[2, 1, 3, 3, 0, 1, 3, 0, 1, 1, 1, 1, 3, 2, 3, 2]","[array([5, 7, 4, 6, 2, 5]), array([6, 7, 5, 6, 3, 6]), array([5, 6, 5, 6, 4, 5]), array([6, 7, 5, 6, 5, 6]), array([5, 6, 4, 6, 5, 5]), array([5, 7, 4, 6, 4, 5]), array([4, 6, 3, 5, 4, 4]), array([5, 6, 4, 6, 4, 5]), array([5, 7, 6, 6, 4, 5]), array([5, 7, 4, 6, 4, 5])]",Agree,Agree,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,I learnt a lot about myself and have definitely noticed that my mood changes when i do not have money,"['hardworking', 'organised', 'influential']","['spontaneous', 'lazy', 'following', 'cluttered', 'unhelpful']","['punctual', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,It made me realise that i have a lot of good attributes ,0.9598765432098766,"[0.0, 0.08333333333333333, 0.23333333333333334, 0.45, 1.5333333333333334, 1.6, 3.65, 3.7, 3.8333333333333335, 5.083333333333333, 5.283333333333333, 5.9, 6.383333333333334, 6.95, 7.366666666666666, 8.133333333333333, 8.516666666666667, 8.933333333333334, 10.083333333333334, 10.583333333333334, 11.416666666666666, 11.483333333333333, 11.983333333333333, 12.983333333333333, 13.4, 13.6, 14.45, 14.583333333333334, 14.766666666666667, 15.3, 15.75, 15.966666666666667, 16.016666666666666]","['stubborn / docile', 'unsuccessful / successful']","[0, 1]",0.5306686305052325,0.30676052218201955,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'not understanding / understanding']","[12, 3]"
124,lxbQGVeW ,18,7,10,30,0,19,Female,Single,"[0, 1, 11, 8, 2, 3]","[1, 0, 2, 2, 2, 0, 2, 0, 1, 2, 0, 2, 3, 2, 1, 0]","[array([5, 7, 5, 5, 2, 2]), array([3, 7, 3, 7, 7, 7]), array([1, 5, 3, 6, 5, 4]), array([5, 5, 5, 3, 5, 5]), array([4, 4, 4, 3, 1, 2]), array([7, 7, 5, 3, 1, 1]), array([4, 5, 5, 5, 5, 3]), array([7, 7, 7, 7, 7, 7]), array([5, 7, 5, 6, 7, 7]), array([5, 6, 5, 5, 1, 2])]",Agree,Disagree,Agree,Disagree,No,Agree,Agree,Yes,Agree,Disagree,Yes,Same,N/a,"['hardworking', 'helpful', 'organised']","['delayed', 'lazy', 'cluttered', 'teamplayer', 'unhelpful']","['delayed', 'cluttered', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Strongly agree,Same,I think this was the most accurate so farv},2.0925925925925926,"[0.0, 0.2833333333333333, 0.4666666666666667, 0.6333333333333333, 2.35, 2.433333333333333, 5.216666666666667, 5.3, 5.683333333333334, 6.916666666666667, 7.483333333333333, 8.433333333333334, 9.7, 10.783333333333333, 11.816666666666666, 12.383333333333333, 12.9, 13.733333333333333, 14.416666666666666, 15.1, 15.5, 15.566666666666666, 16.533333333333335, 17.233333333333334, 17.966666666666665, 18.466666666666665, 20.016666666666666, 20.05, 20.45, 21.65, 22.466666666666665, 23.383333333333333, 23.433333333333334]","['not confident / confident', 'unsuccessful / successful']","[1, 2]",0.48752031376961946,0.37947555056469284,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unambitious / motivated']","['unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not confident / confident']","[8, 2, 3, 11]"
125,FlA74B1P ,12,9,8,38,0,22,Female,Single,"[0, 1, 12, 9, 13, 2]","[2, 3, 3, 1, 2, 3, 3, 2, 3, 3, 1, 2, 1, 1, 2, 0]","[array([5, 7, 5, 6, 7, 7]), array([7, 7, 5, 6, 7, 7]), array([4, 7, 4, 6, 6, 6]), array([5, 7, 5, 6, 6, 6]), array([4, 6, 5, 5, 7, 7]), array([4, 7, 5, 6, 7, 7]), array([3, 4, 2, 3, 5, 5]), array([5, 7, 4, 5, 6, 7]), array([6, 7, 6, 7, 6, 6]), array([5, 7, 4, 5, 6, 6])]",Agree,Agree,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,Really interesting to get insight into how you feel which then impacts how you operate. We often are on automatic pilot (especially at work) and it’s good to think about what makes us tick and why that might be!,"['hardworking', 'teamplayer', 'organised']","['lazy', 'cluttered', 'spontaneous', 'unhelpful', 'independent']","['punctual', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,Not as insightful as the other part of the survey because everything is already visible and summarised as you go through the selections...},0.9629629629629629,"[0.0, 0.2, 0.5666666666666667, 1.0, 2.9833333333333334, 3.033333333333333, 5.1, 5.25, 5.533333333333333, 6.983333333333333, 7.883333333333334, 9.6, 10.766666666666667, 11.9, 12.666666666666666, 13.333333333333334, 14.1, 15.033333333333333, 15.716666666666667, 16.683333333333334, 17.233333333333334, 17.333333333333332, 18.116666666666667, 18.7, 19.85, 20.533333333333335, 23.283333333333335, 23.366666666666667, 23.616666666666667, 24.383333333333333, 25.166666666666668, 25.8, 25.883333333333333]","['stubborn / docile', 'unfriendly / friendly']","[2, 13]",0.6280916963166585,0.6725436351106195,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'not confident / confident']",['stubborn / docile'],"[12, 13, 2]"
126,HYsEFs5m ,13,10,10,38,1,29,Female,Single,"[0, 1, 11, 12, 2, 8]","[3, 1, 3, 2, 3, 1, 3, 1, 2, 2, 1, 2, 2, 1, 2, 2]","[array([4, 7, 5, 2, 1, 1]), array([4, 7, 6, 1, 4, 3]), array([4, 7, 6, 3, 5, 4]), array([7, 6, 7, 7, 7, 4]), array([7, 5, 6, 3, 6, 1]), array([6, 6, 6, 1, 1, 1]), array([4, 4, 6, 7, 4, 7]), array([6, 7, 6, 1, 4, 1]), array([4, 7, 6, 1, 1, 1]), array([5, 7, 5, 1, 1, 1])]",Agree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,The way some of the questions were written,"['organised', 'helpful', 'hardworking']","['lazy', 'cluttered', 'spontaneous', 'conservative', 'unhelpful']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Strongly agree,Better,I liked this one! },4.243827160493827,"[0.0, 1.45, 1.6333333333333333, 1.6666666666666667, 1.85, 1.9, 2.2333333333333334, 2.2666666666666666, 2.35, 3.45, 4.116666666666666, 4.283333333333333, 4.4, 4.483333333333333, 4.65, 4.766666666666667, 4.866666666666666, 5.0, 5.2, 5.333333333333333, 5.433333333333334, 5.5, 5.816666666666666, 6.016666666666667, 6.4, 6.566666666666666, 6.7, 6.716666666666667, 7.2, 7.683333333333334, 8.216666666666667, 8.4, 8.433333333333334]","['unambitious / motivated', 'quiet / talkative']","[12, 8]",-0.26900485534678775,-0.44649417558047383,"['selfish / generous', 'quiet / talkative']","['unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'not understanding / understanding']","[8, 12, 2, 11]"
127,WzPlNvAQ ,14,7,7,33,1,19,Female,Single,"[0, 1, 12, 13, 9, 6]","[2, 1, 3, 2, 1, 0, 2, 1, 2, 2, 1, 1, 2, 1, 1, 3]","[array([4, 7, 4, 7, 7, 5]), array([7, 3, 4, 7, 7, 7]), array([4, 1, 4, 2, 2, 3]), array([4, 7, 3, 5, 4, 4]), array([3, 5, 3, 5, 4, 4]), array([3, 7, 3, 6, 4, 5]), array([2, 4, 2, 6, 5, 5]), array([4, 7, 4, 6, 6, 5]), array([2, 5, 3, 6, 6, 6]), array([2, 7, 2, 4, 3, 3])]",Agree,Disagree,Agree,Disagree,Yes,Agree,Agree,Yes,Agree,Strongly agree,Yes,Same,Thank you ,"['helpful', 'hardworking', 'organised']","['cluttered', 'slowpaced', 'teamplayer', 'unhelpful', 'lazy']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'thoughtful', 'lazy', 'liberal']",Agree,Agree,Same,No},1.845679012345679,"[0.0, 0.2, 0.65, 0.7833333333333333, 2.7333333333333334, 2.85, 6.1, 6.2, 6.533333333333333, 7.266666666666667, 7.833333333333333, 8.416666666666666, 9.333333333333334, 9.883333333333333, 11.066666666666666, 11.45, 11.9, 12.316666666666666, 12.966666666666667, 13.233333333333333, 13.6, 13.65, 14.3, 14.733333333333333, 15.15, 15.416666666666666, 16.2, 16.233333333333334, 16.466666666666665, 17.066666666666666, 17.6, 17.85, 17.9]","['stubborn / docile', 'not confident / confident']","[0, 13]",-0.2964625288632798,0.007120360246800637,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']",[],[]
128,VjnRWmQA ,11,9,8,32,0,24,Female,Single,"[0, 1, 13, 3, 7, 8]","[3, 1, 3, 2, 0, 1, 3, 0, 3, 1, 1, 2, 3, 3, 2, 3]","[array([5, 7, 4, 3, 2, 6]), array([6, 7, 4, 6, 6, 6]), array([6, 6, 3, 3, 5, 6]), array([6, 7, 3, 4, 1, 6]), array([5, 6, 2, 2, 1, 5]), array([5, 7, 2, 3, 1, 5]), array([6, 4, 3, 5, 2, 4]), array([5, 7, 2, 5, 3, 5]), array([5, 7, 6, 2, 2, 4]), array([5, 7, 3, 2, 2, 4])]",Agree,Agree,Agree,Agree,No,Agree,Disagree,Yes,Strongly agree,Agree,Yes,Better,It’s a good exercise and made me focus on areas that I can improve by thinking about how I feel in different scenarios ,"['organised', 'playful', 'punctual']","['delayed', 'spontaneous', 'cluttered', 'serious', 'unhelpful']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,No },3.0709876543209877,"[0.0, 0.05, 0.18333333333333332, 0.23333333333333334, 4.083333333333333, 4.15, 7.016666666666667, 7.116666666666666, 7.15, 8.55, 8.716666666666667, 9.9, 10.35, 10.9, 11.183333333333334, 11.683333333333334, 12.066666666666666, 12.616666666666667, 12.933333333333334, 13.45, 14.0, 14.033333333333333, 14.883333333333333, 15.033333333333333, 15.5, 15.716666666666667, 16.8, 16.833333333333332, 16.9, 17.483333333333334, 20.066666666666666, 20.366666666666667, 20.4]","['unsuccessful / successful', 'not understanding / understanding']","[7, 0]",-0.4428074427700477,-0.019279471496747136,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'not understanding / understanding']","['selfish / generous', 'unfriendly / friendly', 'quiet / talkative']","[13, 3, 7]"
129,mWcZ8Bv6 ,22,6,7,39,1,14,Female,Single,"[0, 1, 4, 12, 7, 9, 13]","[1, 2, 1, 1, 1, 0, 1, 0, 2, 1, 1, 0, 2, 2, 1, 2]","[array([5, 7, 5, 5, 6, 6]), array([6, 6, 7, 6, 6, 6]), array([6, 6, 5, 5, 6, 5]), array([6, 6, 6, 5, 7, 6]), array([6, 7, 6, 6, 3, 4]), array([4, 4, 5, 5, 5, 2]), array([5, 4, 3, 6, 5, 5]), array([4, 2, 4, 4, 5, 5]), array([4, 5, 7, 6, 6, 7]), array([7, 7, 5, 7, 7, 7])]",Disagree,Disagree,Agree,Agree,No,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['punctual', 'organised', 'teamplayer']","['delayed', 'opinionated', 'cluttered', 'independent', 'serious']","['independent', 'serious', 'opinionated', 'delayed', 'cluttered', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},0.8611111111111109,"[0.0, 0.2, 0.38333333333333336, 0.48333333333333334, 1.5333333333333334, 1.65, 3.6, 3.7, 3.933333333333333, 5.383333333333334, 5.7, 6.416666666666667, 6.916666666666667, 7.4, 7.716666666666667, 8.25, 8.583333333333334, 8.983333333333333, 9.366666666666667, 9.916666666666666, 10.216666666666667, 10.25, 10.716666666666667, 11.766666666666667, 12.233333333333333, 12.45, 12.833333333333334, 12.866666666666667, 13.05, 13.666666666666666, 15.383333333333333, 15.683333333333334, 15.733333333333333]","['uncaring / caring', 'unambitious / motivated']","[1, 9]",0.7516685977849272,0.468223167360417,"['unsuccessful / successful', 'not understanding / understanding']","['quiet / talkative', 'boring / fun', 'stubborn / docile', 'unambitious / motivated']","[7, 9, 4, 12]"
130,2iH5z9GN ,18,6,7,42,0,18,Female,Married,"[0, 1, 9, 11, 2, 8]","[2, 1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 2, 3]","[array([3, 6, 3, 2, 6, 2]), array([4, 7, 4, 3, 6, 4]), array([4, 6, 4, 2, 7, 1]), array([6, 7, 4, 2, 6, 3]), array([4, 6, 5, 2, 6, 3]), array([2, 6, 4, 2, 5, 3]), array([3, 5, 3, 3, 6, 3]), array([4, 6, 4, 1, 5, 3]), array([3, 7, 3, 2, 5, 3]), array([2, 6, 4, 2, 5, 3])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,No,"['teamplayer', 'organised', 'helpful']","['cluttered', 'lazy', 'independent', 'delayed', 'unhelpful']","['cluttered', 'unhelpful', 'delayed', 'independent', 'playful', 'opinionated', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Better,No},2.6512345679012346,"[0.0, 0.1, 0.23333333333333334, 0.35, 1.2, 1.2333333333333334, 2.5, 2.533333333333333, 2.7666666666666666, 3.55, 3.8833333333333333, 4.15, 4.4, 4.733333333333333, 4.966666666666667, 5.166666666666667, 5.366666666666666, 5.933333333333334, 6.266666666666667, 6.566666666666666, 6.816666666666666, 6.85, 7.266666666666667, 7.566666666666666, 8.016666666666667, 8.2, 9.3, 9.333333333333334, 9.55, 9.983333333333333, 10.433333333333334, 10.65, 10.683333333333334]","['boring / fun', 'not confident / confident']","[0, 2]",0.447213595499958,0.1408230403048286,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",['unfriendly / friendly'],"[9, 11, 8]"
131,6grFtkMu ,7,9,8,28,2,21,Male,Married,"[0, 1, 7, 13, 12, 10, 8]","[1, 1, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 1, 1, 2, 1]","[array([6, 6, 5, 6, 3, 6]), array([5, 6, 6, 4, 6, 5]), array([6, 5, 6, 6, 5, 4]), array([6, 5, 5, 6, 6, 6]), array([6, 5, 5, 5, 6, 5]), array([6, 6, 4, 6, 6, 6]), array([5, 5, 6, 6, 5, 5]), array([6, 5, 6, 5, 5, 6]), array([6, 6, 6, 5, 6, 5]), array([5, 6, 5, 6, 5, 3])]",Agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,I was really impressed by the accuracy and descriptions of my personality as well as the instant findings.,"['playful', 'teamplayer', 'liberal']","['independent', 'conservative', 'cluttered', 'serious', 'following']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,I didnt feel I learnt as much and felt the findings were fairly logical.},0.49691358024691357,"[0.0, 0.1, 0.26666666666666666, 0.3, 1.3166666666666667, 1.3666666666666667, 2.8833333333333333, 2.8833333333333333, 2.933333333333333, 3.816666666666667, 3.933333333333333, 4.35, 4.733333333333333, 5.116666666666666, 5.466666666666667, 5.933333333333334, 6.15, 6.566666666666666, 6.966666666666667, 7.2, 7.466666666666667, 7.516666666666667, 7.85, 8.1, 8.583333333333334, 8.783333333333333, 9.95, 10.016666666666667, 10.3, 10.85, 11.366666666666667, 11.666666666666666, 11.7]","['uncaring / caring', 'unambitious / motivated']","[13, 0]",-0.2182178902359924,-0.1771822664850978,[],"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'not confident / confident']","[12, 13, 10]"
